MSA NAME,TOTAL POP IN MSA,TOTAL CO2 IN MSA,TOTAL LAND IN MSA,POP DENSITY,CO2/CAPITA
"Eugene--Springfield, OR MSA",322959,0.75125163968,4554.004,70.91759252,2.32615E-06
"Evansville--Henderson, IN--KY MSA",296195,5.73882390921,1467.271,201.8679576,1.93752E-05
"Fargo--Moorhead, ND--MN MSA",174367,0.68918860204,2810.472,62.0418919,3.95252E-06
"Fayetteville, NC MSA",302963,0.63985955783,652.7164,464.1571745,2.11201E-06
"Fayetteville--Springdale--Rogers, AR MSA",311121,2.01518244502,1795.711,173.2578349,6.47717E-06
"Flagstaff, AZ--UT MSA",122366,5.67058785845,22609.38,5.412178485,4.63412E-05
"Florence, AL MSA",142950,2.15237198908,1263.993,113.0939807,1.50568E-05
"Florence, SC MSA",125761,3.13155855372,799.8419,157.232323,2.49009E-05
"Fort Collins--Loveland, CO MSA",251494,1.24623536728,2601.301,96.68008431,4.95533E-06
"Fort Myers--Cape Coral, FL MSA",440888,1.82377991562,803.6304,548.6203608,4.13661E-06
"Fort Pierce--Port St. Lucie, FL MSA",319426,3.28184588500,1128.061,283.1637651,1.02742E-05
"Fort Smith, AR--OK MSA",207290,0.79895683579,1805.452,114.8133542,3.8543E-06
"Fort Walton Beach, FL MSA",170498,0.53087317723,935.6262,182.2287576,3.11366E-06
"Fort Wayne, IN MSA",502141,1.94027419401,2447.559,205.1599165,3.864E-06
"Fresno, CA MSA",922516,2.10623908211,8098.587,113.9107353,2.28315E-06
"Gadsden, AL MSA",103459,0.42251991925,534.8224,193.4455251,4.08394E-06
"Gainesville, FL MSA",217955,1.14796584860,874.2452,249.3064875,5.26699E-06
"Glens Falls, NY MSA",77026,0.53409583774,1704.729,45.18372128,6.93397E-06
"Goldsboro, NC MSA",113329,0.84410046174,552.5692,205.0946741,7.44823E-06
"Grand Forks, ND--MN MSA",97478,0.62215717008,3408.177,28.60121408,6.38254E-06
"Grand Junction, CO MSA",116255,0.47212748321,3327.746,34.93505814,4.06114E-06
"Grand Rapids--Muskegon--Holland, MI MSA",1088514,6.77525198559,2758.41,394.6164638,6.22431E-06
"Great Falls, MT MSA",80357,0.24675564090,2697.904,29.78497382,3.07074E-06
"Green Bay, WI MSA",226778,1.87785023805,528.6754,428.9550828,8.28057E-06
"Greensboro--Winston-Salem--High Point, NC MSA",1251509,7.39170497749,3881.094,322.4629447,5.90623E-06
"Greenville, NC MSA",133798,0.27260176002,651.5767,205.3449732,2.03741E-06
"Greenville--Spartanburg--Anderson, SC MSA",962441,3.54633389992,3208.608,299.955931,3.68473E-06
"Harrisburg--Lebanon--Carlisle, PA MSA",629401,2.10019158895,1990.829,316.1502068,3.33681E-06
"Hattiesburg, MS MSA",111674,0.98936971203,963.6439,115.8872069,8.85945E-06
"Hickory--Morganton--Lenoir, NC MSA",296630,3.96868244428,1638.476,181.0401861,1.33792E-05
"Honolulu, HI MSA",876156,2.89483222284,599.7664,1460.828749,3.30401E-06
"Houma, LA MSA",194477,1.10724734269,2339.61,83.12368301,5.69346E-06
"Huntington--Ashland, WV--KY--OH MSA",315538,1.89553346112,2159.217,146.1353815,6.00731E-06
"Huntsville, AL MSA",342376,0.94468650989,1372.972,249.3685232,2.75921E-06
"Indianapolis, IN MSA",1607486,6.36956288471,3522.993,456.2841879,3.96244E-06
"Iowa City, IA MSA",111006,0.33478483838,614.4792,180.6505411,3.01592E-06
"Jackson, MI MSA",11268,0.50398659536,706.5975,15.94684385,4.47272E-05
"Jackson, MS MSA",377927,1.40042879017,2360.812,160.0834798,3.70555E-06
"Jackson, TN MSA",28480,0.40648439544,845.5182,33.68348546,1.42726E-05
"Jacksonville, FL MSA",1100491,7.01367403071,2635.336,417.5903945,6.37322E-06
"Jacksonville, NC MSA",150355,0.24884483278,766.8181,196.076488,1.65505E-06
"Jamestown, NY MSA",139750,1.40285880217,1062.048,131.5853897,1.00383E-05
"Janesville--Beloit, WI MSA",152307,0.56059324027,720.4685,211.3999432,3.68068E-06
"Johnson City--Kingsport--Bristol, TN--VA MSA",986967,2.62272139893,2865.509,344.4299076,2.65735E-06
"Johnstown, PA MSA",232621,0.67670894735,1762.682,131.9699186,2.90906E-06
"Jonesboro, AR MSA",82148,0.26323845786,710.8396,115.5647491,3.20444E-06
"Joplin, MO MSA",157322,1.05752478614,1266.15,124.2522608,6.72204E-06
"Kalamazoo--Battle Creek, MI MSA",452851,1.58258468108,1881.44,240.6938303,3.49471E-06
"Kansas City, MO--KS MSA",1137480,9.71504059549,5406.212,210.4024038,8.54085E-06
"Killeen--Temple, TX MSA",312952,0.62957498326,2111.484,148.2142417,2.01173E-06
"Knoxville, TN MSA",692244,3.79086533087,2449.265,282.6333614,5.4762E-06
"Kokomo, IN MSA",101541,0.38643804965,553.452,183.4684851,3.80573E-06
"La Crosse, WI--MN MSA",126838,0.39705688692,1011.146,125.4398475,3.13043E-06
"Lafayette, IN MSA",182821,0.90178949661,904.8874,202.0372922,4.93264E-06
"Lafayette, LA MSA",233888,1.89593206010,2593.62,90.17820652,8.10615E-06
"Lake Charles, LA MSA",183577,5.84848534672,1071.117,171.3883731,3.18585E-05
"Lakeland--Winter Haven, FL MSA",483924,3.62132167148,1874.381,258.1780332,7.48324E-06
"Lancaster, PA MSA",470658,1.54464397548,949.0609,495.9197034,3.28188E-06
"Lansing--East Lansing, MI MSA",447728,2.29697895401,1707.056,262.2807922,5.1303E-06
"Laredo, TX MSA",193117,0.40731915075,3356.833,57.52952262,2.10918E-06
"Las Cruces, NM MSA",174682,0.63415848864,3807.184,45.88220585,3.63036E-06
"Las Vegas, NV--AZ MSA",1563282,7.89269922418,39368.64,39.70881392,5.0488E-06
"Lawrence, KS MSA",99962,1.53944271529,456.8705,218.7972303,1.54003E-05
"Lawton, OK MSA",114996,0.53083335910,1069.345,107.538727,4.6161E-06
"Lexington, KY MSA",479198,2.10709643924,1919.471,249.6510757,4.39713E-06
"Lima, OH MSA",72051,0.60374317014,805.679,89.42891648,8.37939E-06
"Lincoln, NE MSA",250291,1.44575954368,838.8808,298.3630094,5.77631E-06
"Little Rock--North Little Rock, AR MSA",583845,1.86801080581,2907.621,200.7981783,3.1995E-06
"Longview--Marshall, TX MSA",208780,3.31605292054,1760.379,118.5994607,1.5883E-05
"Louisville, KY--IN MSA",1025598,7.82594875264,2071.994,494.9811631,7.63062E-06
"Lubbock, TX MSA",242628,0.99883055501,899.4935,269.7384695,4.11672E-06
"Lynchburg, VA MSA",246198,1.03142794373,1790.438,137.5071351,4.18942E-06
"Macon, GA MSA",322549,1.14872536226,1531.807,210.5676498,3.5614E-06
"Madison, WI MSA",426526,1.51018289113,1201.895,354.8779219,3.54066E-06
"Mansfield, OH MSA",367643,0.47022815589,898.9903,408.9510198,1.27903E-06
"McAllen--Edinburg--Mission, TX MSA",569463,1.43839836483,1569.746,362.7739774,2.52589E-06
"Medford--Ashland, OR MSA",2930,0.41136712439,2785.193,1.051991729,0.000140398
"Melbourne--Titusville--Palm Bay, FL MSA",476230,2.26511897544,1018.189,467.7225937,4.75636E-06
"Memphis, TN--AR--MS MSA",1135614,4.39080661845,3006.428,377.7286534,3.86646E-06
"Merced, CA MSA",210554,0.72729824376,1928.695,109.1691532,3.45421E-06
"Minneapolis--St. Paul, MN--WI MSA",2830653,24.21173764841,6063.069,466.8680168,8.55341E-06
"Missoula, MT MSA",95802,0.30981425529,2597.967,36.87575708,3.2339E-06
"Mobile, AL MSA",540258,5.85065617190,2829.438,190.9418054,1.08294E-05
"Modesto, CA MSA",446997,0.98737229454,1493.791,299.2366402,2.2089E-06
"Monroe, LA MSA",147250,4.11947872068,610.5285,241.184482,2.79761E-05
"Montgomery, AL MSA",333055,0.97563196653,2006.987,165.9477615,2.92934E-06
"Muncie, IN MSA",118769,0.37633694327,393.2918,301.9869725,3.16865E-06
"Myrtle Beach, SC MSA",196629,0.92843006397,1133.682,173.4428173,4.72174E-06
"Naples, FL MSA",251377,0.66462165691,2025.341,124.1158896,2.64392E-06
"Nashville, TN MSA",1231311,6.02726630353,4072.731,302.3305492,4.895E-06
"New Orleans, LA MSA",687308,10.67271357904,3399.493,202.1795603,1.55283E-05
New York City,8008278,14.17934615,469,17075.21962,1.77059E-06
"Norfolk--Virginia Beach--Newport News, VA--NC MSA",3241306,6.62918558665,2348.486,1380.16833,2.04522E-06
"Ocala, FL MSA",258916,0.75498302955,1578.858,163.9894151,2.91594E-06
"Odessa--Midland, TX MSA",237132,1.51906722222,1801.307,131.6444115,6.406E-06
"Oklahoma City, OK MSA",1083346,4.27358133774,4246.738,255.1007385,3.9448E-06
"Omaha, NE--IA MSA",759260,4.87640713397,2475.43,306.7184287,6.42258E-06
"Orlando, FL MSA",1441845,6.03895717253,3490.707,413.0524275,4.18835E-06
"Owensboro, KY MSA",91545,1.00686126736,462.3889,197.9826938,1.09985E-05
"Panama City, FL MSA",148217,1.16266028932,763.6781,194.0830829,7.84431E-06
"Parkersburg--Marietta, WV--OH MSA",136982,3.11165763705,1002.438,136.6488501,2.27158E-05
"Pensacola, FL MSA",412153,4.30103872045,1679.279,245.434499,1.04355E-05
"Peoria--Pekin, IL MSA",347387,4.51384022281,1796.333,193.3867496,1.29937E-05
"Phoenix--Mesa, AZ MSA",3251876,8.44151644423,14572.73,223.1480306,2.59589E-06
"Pine Bluff, AR MSA",84278,5.01144457094,884.8153,95.2492571,5.94633E-05
"Pittsburgh, PA MSA",2279344,12.73167638238,4625.63,492.7640127,5.58568E-06
"Pocatello, ID MSA",75565,1.77843939979,1113.298,67.8749086,2.35352E-05
"Provo--Orem, UT MSA",368536,0.84990839031,1998.332,184.4218078,2.30617E-06
"Pueblo, CO MSA",141472,1.86438693476,2388.687,59.22584248,1.31785E-05
"Punta Gorda, FL MSA",141627,0.35363341783,693.6038,204.1900578,2.49694E-06
"Raleigh--Durham--Chapel Hill, NC MSA",1187941,3.62896349453,3488.81,340.5003425,3.05483E-06
"Rapid City, SD MSA",88565,0.43953301076,2776.146,31.90214059,4.96283E-06
"Reading, PA MSA",373638,1.70872116549,858.8801,435.0292899,4.5732E-06
"Redding, CA MSA",163256,0.59772654547,3785.195,43.13014257,3.66128E-06
"Reno, NV MSA",339486,1.03145101162,6342.272,53.5275056,3.03827E-06
"Richland--Kennewick--Pasco, WA MSA",163738,0.48847159033,2945.493,55.58933598,2.98325E-06
"Richmond--Petersburg, VA MSA",921151,6.02473782127,2944.468,312.8412331,6.54045E-06
"Roanoke, VA MSA",275470,0.99587966278,850.9956,323.7032013,3.6152E-06
"Rochester, MN MSA",124277,0.78967492411,653.0104,190.3139674,6.35415E-06
"Rochester, NY MSA",1107793,3.43820949869,3425.522,323.3939236,3.10366E-06
"Rockford, IL MSA",371236,1.32882554289,1553.835,238.9159724,3.57946E-06
"Rocky Mount, NC MSA",143026,0.38227391652,1045.295,136.8283595,2.67276E-06
"Saginaw--Bay City--Midland, MI MSA",403070,3.30214584553,1774.371,227.1621887,8.19249E-06
"Salinas, CA MSA",401762,5.42492985103,3321.953,120.9415064,1.35028E-05
"Salt Lake City--Ogden, UT MSA",1333914,4.13505867199,1617.395,824.7298897,3.09994E-06
"San Angelo, TX MSA",104010,0.37554090961,1522.097,68.33335852,3.61062E-06
"San Antonio, TX MSA",1592383,7.42594815203,3326.397,478.7110498,4.66342E-06
"San Diego, CA MSA",2813833,7.44614168400,4199.891,669.9776256,2.64626E-06
"San Luis Obispo--Atascadero--Paso Robles, CA MSA",246681,0.80469723933,3304.321,74.6540666,3.2621E-06
"Santa Barbara--Santa Maria--Lompoc, CA MSA",399347,1.30036222677,2737.011,145.9062459,3.25622E-06
"Santa Fe, NM MSA",147635,0.53677083432,2018.535,73.13967803,3.6358E-06
"Sarasota--Bradenton, FL MSA",589959,2.67383483051,1312.578,449.4658603,4.53224E-06
"Savannah, GA MSA",293000,1.86604299275,1359.239,215.561796,6.36875E-06
"Scranton--Wilkes-Barre--Hazleton, PA MSA",624776,1.83448672984,2232.188,279.8939874,2.93623E-06
"Sharon, PA MSA",120293,0.39955417323,671.816,179.0564678,3.32151E-06
"Sheboygan, WI MSA",112646,1.75864355208,513.6304,219.3133428,1.56121E-05
"Sherman--Denison, TX MSA",110595,0.31817381623,933.5124,118.4719132,2.87693E-06
"Shreveport--Bossier City, LA MSA",138754,1.81794714622,2316.468,59.89894961,1.31019E-05
"Sioux City, IA--NE MSA",124130,3.11486226592,1136.391,109.2317697,2.50935E-05
"Sioux Falls, SD MSA",179621,0.62231094870,1387.761,129.4322293,3.46458E-06
"South Bend, IN MSA",265559,0.76334949936,457.3406,580.6591411,2.8745E-06
"Spokane, WA MSA",417939,0.98778319290,1763.636,236.9757705,2.36346E-06
"Springfield, IL MSA",201437,1.30627673876,1182.43,170.358499,6.48479E-06
"Springfield, MO MSA",298737,1.83431296705,1831.45,163.1150182,6.14023E-06
"St. Cloud, MN MSA",167392,0.88593674407,1752.793,95.50015318,5.29259E-06
"St. Joseph, MO MSA",102490,0.51146962346,844.9135,121.3023582,4.99043E-06
"St. Louis, MO--IL MSA",2011978,19.72128245146,6392.069,314.761621,9.80194E-06
"State College, PA MSA",135758,0.44320822446,1107.533,122.5769345,3.26469E-06
"Steubenville--Weirton, OH--WV MSA",64932,6.72296137778,581.2772,111.7057404,0.000103538
"Stockton--Lodi, CA MSA",563598,1.52650580143,1399.282,402.7765668,2.7085E-06
"Sumter, SC MSA",104646,0.28583548759,665.4079,157.2659417,2.73145E-06
"Syracuse, NY MSA",682311,2.11357379190,3082.636,221.3401128,3.09767E-06
"Tallahassee, FL MSA",284539,0.89599944609,1182.872,240.5492733,3.14895E-06
"Tampa--St. Petersburg--Clearwater, FL MSA",2395997,11.73124734509,2553.982,938.141694,4.89619E-06
"Terre Haute, IN MSA",149192,3.85002162908,1017.8,146.5828257,2.58058E-05
"Texarkana, TX--Texarkana, AR MSA",129749,0.47772437291,1511.847,85.82151501,3.68191E-06
"Toledo, OH MSA",618203,4.12130469436,1364.568,453.0393502,6.66659E-06
"Topeka, KS MSA",169871,1.05050804873,549.8153,308.9601181,6.18415E-06
"Tucson, AZ MSA",843746,2.19587911695,9186.265,91.84864578,2.60254E-06
"Tulsa, OK MSA",803235,6.89290679898,5014.496,160.1825986,8.58143E-06
"Tuscaloosa, AL MSA",164875,0.66681076400,1324.371,124.4930612,4.04434E-06
"Tyler, TX MSA",174706,1.02456298022,928.3832,188.1830692,5.8645E-06
"Utica--Rome, NY MSA",299896,0.81424661929,2623.953,114.2916813,2.7151E-06
"Victoria, TX MSA",84088,0.44834675463,882.5048,95.28333444,5.33188E-06
"Visalia--Tulare--Porterville, CA MSA",368021,0.87896373316,4823.968,76.29009977,2.38835E-06
"Waco, TX MSA",213517,1.09634363495,1041.883,204.9337594,5.13469E-06
"Waterloo--Cedar Falls, IA MSA",128012,0.41846927779,567.1144,225.72518,3.26898E-06
"Wausau, WI MSA",125834,1.56757272438,1544.962,81.44795794,1.24575E-05
"West Palm Beach--Boca Raton, FL MSA",1131184,2.76030046350,1974.107,573.0104802,2.44019E-06
"Wheeling, WV--OH MSA",153172,4.08896593940,950.5208,161.1453426,2.66953E-05
"Wichita Falls, TX MSA",140518,0.33687931774,1537.362,91.40202503,2.39741E-06
"Wichita, KS MSA",545220,2.30690825964,2966.559,183.7886926,4.23115E-06
"Williamsport, PA MSA",120044,0.34658294596,1234.853,97.21319056,2.88713E-06
"Wilmington, NC MSA",233450,2.10387730683,1053.728,221.5467369,9.01211E-06
"Yakima, WA MSA",222581,0.42747420087,4296.229,51.80845807,1.92053E-06
"York, PA MSA",381751,3.31907975679,904.4545,422.0787226,8.69436E-06
"Youngstown--Warren, OH MSA",594746,2.04089693461,1564.181,380.2283751,3.43154E-06
"Yuba City, CA MSA",139149,0.93752067101,1233.237,112.8323266,6.73753E-06
"Yuma, AZ MSA",160026,0.47801370035,5514.089,29.02129436,2.9871E-06
