header
      Westminster town
      Winchendon town
"  Lawrence, MA--NH PMSA"
"    Essex County, MA (part)"
      Andover town
      Boxford town
      Georgetown town
      Groveland town
      Haverhill city
      Lawrence city
      Merrimac town
      Methuen city
      North Andover town
      West Newbury town
"    Rockingham County, NH (part)"
      Atkinson town
      Chester town
      Danville town
      Derry town
      Fremont town
      Hampstead town
      Kingston town
      Newton town
      Plaistow town
      Raymond town
      Salem town
      Sandown town
      Windham town
"  Lowell, MA--NH PMSA"
"    Middlesex County, MA (part)"
      Billerica town
      Chelmsford town
      Dracut town
      Dunstable town
      Groton town
      Lowell city
      Pepperell town
      Tewksbury town
      Tyngsborough town
      Westford town
"    Hillsborough County, NH (part)"
      Pelham town
"  Manchester, NH PMSA"
    Hillsborough County (part)
      Bedford town
      Goffstown town
      Manchester city
      Weare town
    Merrimack County (part)
      Allenstown town
      Hooksett town
    Rockingham County (part)
      Auburn town
      Candia town
      Londonderry town
"  Nashua, NH PMSA"
    Hillsborough County (part)
      Amherst town
      Brookline town
      Greenville town
      Hollis town
      Hudson town
      Litchfield town
      Mason town
      Merrimack town
      Milford town
      Mont Vernon town
      Nashua city
      New Ipswich town
      Wilton town
"  New Bedford, MA PMSA"
    Bristol County (part)
      Acushnet town
      Dartmouth town
      Fairhaven town
      Freetown town
      New Bedford city
    Plymouth County (part)
      Marion town
      Mattapoisett town
      Rochester town
"  Portsmouth--Rochester, NH--ME PMSA"
"    York County, ME (part)"
      Berwick town
      Eliot town
      Kittery town
      South Berwick town
      York town
"    Rockingham County, NH (part)"
      Brentwood town
      East Kingston town
      Epping town
      Exeter town
      Greenland town
      Hampton town
      Hampton Falls town
      Kensington town
      New Castle town
      Newfields town
      Newington town
      Newmarket town
      North Hampton town
      Portsmouth city
      Rye town
      Stratham town
"    Strafford County, NH (part)"
      Barrington town
      Dover city
      Durham town
      Farmington town
      Lee town
      Madbury town
      Milton town
      Rochester city
      Rollinsford town
      Somersworth city
"  Worcester, MA--CT PMSA"
"    Windham County, CT (part)"
      Thompson town
"    Hampden County, MA (part)"
      Holland town
"    Worcester County, MA (part)"
      Auburn town
      Barre town
      Boylston town
      Brookfield town
      Charlton town
      Clinton town
      Douglas town
      Dudley town
      East Brookfield town
      Grafton town
      Holden town
      Leicester town
      Millbury town
      Northborough town
      Northbridge town
      North Brookfield town
      Oakham town
      Oxford town
      Paxton town
      Princeton town
      Rutland town
      Shrewsbury town
      Southbridge town
      Spencer town
      Sterling town
      Sturbridge town
      Sutton town
      Uxbridge town
      Webster town
      Westborough town
      West Boylston town
      West Brookfield town
      Worcester city
"Brownsville--Harlingen--San Benito, TX MSA"
    Cameron County
"Bryan--College Station, TX MSA"
    Brazos County
"Buffalo--Niagara Falls, NY MSA"
    Erie County
    Niagara County
"Burlington, VT MSA"
    Chittenden County (part)
      Burlington city
      Charlotte town
      Colchester town
      Essex town
      Hinesburg town
      Jericho town
      Milton town
      Richmond town
      St. George town
      Shelburne town
      South Burlington city
      Williston town
      Winooski city
    Franklin County (part)
      Fairfax town
      Georgia town
      St. Albans city
      St. Albans town
      Swanton town
    Grand Isle County (part)
      Grand Isle town
      South Hero town
"Canton--Massillon, OH MSA"
    Carroll County
    Stark County
"Casper, WY MSA"
    Natrona County
"Cedar Rapids, IA MSA"
    Linn County
"Champaign--Urbana, IL MSA"
    Champaign County
"Charleston--North Charleston, SC MSA"
    Berkeley County
    Charleston County
    Dorchester County
"Charleston, WV MSA"
    Kanawha County
    Putnam County
"Charlotte--Gastonia--Rock Hill, NC--SC MSA"
"    Cabarrus County, NC"
"    Gaston County, NC"
"    Lincoln County, NC"
"    Mecklenburg County, NC"
"    Rowan County, NC"
"    Union County, NC"
"    York County, SC"
"Charlottesville, VA MSA"
    Albemarle County
    Fluvanna County
    Greene County
    Charlottesville city
"Chattanooga, TN--GA MSA"
"    Catoosa County, GA"
"    Dade County, GA"
"    Walker County, GA"
"    Hamilton County, TN"
"    Marion County, TN"
"Cheyenne, WY MSA"
    Laramie County
"Chicago--Gary--Kenosha, IL--IN--WI CMSA"
"  Chicago, IL PMSA"
    Cook County
    DeKalb County
    DuPage County
    Grundy County
    Kane County
    Kendall County
    Lake County
    McHenry County
    Will County
"  Gary, IN PMSA"
    Lake County
    Porter County
"  Kankakee, IL PMSA"
    Kankakee County
"  Kenosha, WI PMSA"
    Kenosha County
"Chico--Paradise, CA MSA"
    Butte County
"Cincinnati--Hamilton, OH--KY--IN CMSA"
"  Cincinnati, OH--KY--IN PMSA"
"    Dearborn County, IN"
"    Ohio County, IN"
"    Boone County, KY"
"    Campbell County, KY"
"    Gallatin County, KY"
"    Grant County, KY"
"    Kenton County, KY"
"    Pendleton County, KY"
"    Brown County, OH"
"    Clermont County, OH"
"    Hamilton County, OH"
"    Warren County, OH"
"  Hamilton--Middletown, OH PMSA"
    Butler County
"Clarksville--Hopkinsville, TN--KY MSA"
"    Christian County, KY"
"    Montgomery County, TN"
"Cleveland--Akron, OH CMSA"
"  Akron, OH PMSA"
    Portage County
    Summit County
"  Cleveland--Lorain--Elyria, OH PMSA"
    Ashtabula County
    Cuyahoga County
    Geauga County
    Lake County
    Lorain County
    Medina County
"Colorado Springs, CO MSA"
    El Paso County
"Columbia, MO MSA"
    Boone County
"Columbia, SC MSA"
    Lexington County
    Richland County
"Columbus, GA--AL MSA"
"    Russell County, AL"
"    Chattahoochee County, GA"
"    Harris County, GA"
"    Muscogee County, GA"
"Columbus, OH MSA"
    Delaware County
    Fairfield County
    Franklin County
    Licking County
    Madison County
    Pickaway County
"Corpus Christi, TX MSA"
    Nueces County
    San Patricio County
"Corvallis, OR MSA"
    Benton County
"Cumberland, MD--WV MSA"
"    Allegany County, MD"
"    Mineral County, WV"
"Dallas--Fort Worth, TX CMSA"
"  Dallas, TX PMSA"
    Collin County
    Dallas County
    Denton County
    Ellis County
    Henderson County
    Hunt County
    Kaufman County
    Rockwall County
"  Fort Worth--Arlington, TX PMSA"
    Hood County
    Johnson County
    Parker County
    Tarrant County
"Danville, VA MSA"
    Pittsylvania County
    Danville city
"Davenport--Moline--Rock Island, IA--IL MSA"
"    Henry County, IL"
"    Rock Island County, IL"
"    Scott County, IA"
"Dayton--Springfield, OH MSA"
    Clark County
    Greene County
    Miami County
    Montgomery County
"Daytona Beach, FL MSA"
    Flagler County
    Volusia County
"Decatur, AL MSA"
    Lawrence County
    Morgan County
"Decatur, IL MSA"
    Macon County
"Denver--Boulder--Greeley, CO CMSA"
"  Boulder--Longmont, CO PMSA"
    Boulder County
"  Denver, CO PMSA"
    Adams County
    Arapahoe County
    Denver County
    Douglas County
    Jefferson County
"  Greeley, CO PMSA"
    Weld County
"Des Moines, IA MSA"
    Dallas County
    Polk County
    Warren County
"Detroit--Ann Arbor--Flint, MI CMSA"
"  Ann Arbor, MI PMSA"
    Lenawee County
    Livingston County
    Washtenaw County
"  Detroit, MI PMSA"
    Lapeer County
    Macomb County
    Monroe County
    Oakland County
    St. Clair County
    Wayne County
"  Flint, MI PMSA"
    Genesee County
"Dothan, AL MSA"
    Dale County
    Houston County
"Dover, DE MSA"
    Kent County
"Dubuque, IA MSA"
    Dubuque County
"Duluth--Superior, MN--WI MSA"
"    St. Louis County, MN"
"    Douglas County, WI"
"Eau Claire, WI MSA"
    Chippewa County
    Eau Claire County
"El Paso, TX MSA"
    El Paso County
"Elkhart--Goshen, IN MSA"
    Elkhart County
"Elmira, NY MSA"
    Chemung County
"Enid, OK MSA"
    Garfield County
"Erie, PA MSA"
    Erie County
"Eugene--Springfield, OR MSA"
    Lane County
"Evansville--Henderson, IN--KY MSA"
"    Posey County, IN"
"    Vanderburgh County, IN"
"    Warrick County, IN"
"    Henderson County, KY"
"Fargo--Moorhead, ND--MN MSA"
"    Clay County, MN"
"    Cass County, ND"
"Fayetteville, NC MSA"
    Cumberland County
"Fayetteville--Springdale--Rogers, AR MSA"
    Benton County
    Washington County
"Flagstaff, AZ--UT MSA"
"    Coconino County, AZ"
"    Kane County, UT"
"Florence, AL MSA"
    Colbert County
    Lauderdale County
"Florence, SC MSA"
    Florence County
"Fort Collins--Loveland, CO MSA"
    Larimer County
"Fort Myers--Cape Coral, FL MSA"
    Lee County
"Fort Pierce--Port St. Lucie, FL MSA"
    Martin County
    St. Lucie County
"Fort Smith, AR--OK MSA"
"    Crawford County, AR"
"    Sebastian County, AR"
"    Sequoyah County, OK"
"Fort Walton Beach, FL MSA"
    Okaloosa County
"Fort Wayne, IN MSA"
    Adams County
    Allen County
    DeKalb County
    Huntington County
    Wells County
    Whitley County
"Fresno, CA MSA"
    Fresno County
    Madera County
"Gadsden, AL MSA"
    Etowah County
"Gainesville, FL MSA"
    Alachua County
"Glens Falls, NY MSA"
    Warren County
    Washington County
"Goldsboro, NC MSA"
    Wayne County
"Grand Forks, ND--MN MSA"
"    Polk County, MN"
"    Grand Forks County, ND"
"Grand Junction, CO MSA"
    Mesa County
"Grand Rapids--Muskegon--Holland, MI MSA"
    Allegan County
    Kent County
    Muskegon County
    Ottawa County
"Great Falls, MT MSA"
    Cascade County
"Green Bay, WI MSA"
    Brown County
"Greensboro--Winston-Salem--High Point, NC MSA"
    Alamance County
    Davidson County
    Davie County
    Forsyth County
    Guilford County
    Randolph County
    Stokes County
    Yadkin County
"Greenville, NC MSA"
    Pitt County
"Greenville--Spartanburg--Anderson, SC MSA"
    Anderson County
    Cherokee County
    Greenville County
    Pickens County
    Spartanburg County
"Harrisburg--Lebanon--Carlisle, PA MSA"
    Cumberland County
    Dauphin County
    Lebanon County
    Perry County
"Hartford, CT MSA"
    Hartford County (part)
      Avon town
      Berlin town
      Bloomfield town
      Bristol town
      Burlington town
      Canton town
      East Granby town
      East Hartford town
      East Windsor town
      Enfield town
      Farmington town
      Glastonbury town
      Granby town
      Hartford town
      Manchester town
      Marlborough town
      New Britain town
      Newington town
      Plainville town
      Rocky Hill town
      Simsbury town
      Southington town
      South Windsor town
      Suffield town
      West Hartford town
      Wethersfield town
      Windsor town
      Windsor Locks town
    Litchfield County (part)
      Barkhamsted town
      Harwinton town
      New Hartford town
      Plymouth town
      Winchester town
    Middlesex County (part)
      Cromwell town
      Durham town
      East Haddam town
      East Hampton town
      Haddam town
      Middlefield town
      Middletown town
      Portland town
    New London County (part)
      Colchester town
      Lebanon town
    Tolland County (part)
      Andover town
      Bolton town
      Columbia town
      Coventry town
      Ellington town
      Hebron town
      Mansfield town
      Somers town
      Stafford town
      Tolland town
      Vernon town
      Willington town
    Windham County (part)
      Ashford town
      Chaplin town
      Windham town
"Hattiesburg, MS MSA"
    Forrest County
    Lamar County
"Hickory--Morganton--Lenoir, NC MSA"
    Alexander County
    Burke County
    Caldwell County
    Catawba County
"Honolulu, HI MSA"
    Honolulu County
"Houma, LA MSA"
    Lafourche Parish
    Terrebonne Parish
"Houston--Galveston--Brazoria, TX CMSA"
"  Brazoria, TX PMSA"
    Brazoria County
"  Galveston--Texas City, TX PMSA"
    Galveston County
"  Houston, TX PMSA"
    Chambers County
    Fort Bend County
    Harris County
    Liberty County
    Montgomery County
    Waller County
"Huntington--Ashland, WV--KY--OH MSA"
"    Boyd County, KY"
"    Carter County, KY"
"    Greenup County, KY"
"    Lawrence County, OH"
"    Cabell County, WV"
"    Wayne County, WV"
"Huntsville, AL MSA"
    Limestone County
    Madison County
"Indianapolis, IN MSA"
    Boone County
    Hamilton County
    Hancock County
    Hendricks County
    Johnson County
    Madison County
    Marion County
    Morgan County
    Shelby County
"Iowa City, IA MSA"
    Johnson County
"Jackson, MI MSA"
    Jackson County
"Jackson, MS MSA"
    Hinds County
    Madison County
    Rankin County
"Jackson, TN MSA"
    Chester County
    Madison County
"Jacksonville, FL MSA"
    Clay County
    Duval County
    Nassau County
    St. Johns County
"Jacksonville, NC MSA"
    Onslow County
"Jamestown, NY MSA"
    Chautauqua County
"Janesville--Beloit, WI MSA"
    Rock County
"Johnson City--Kingsport--Bristol, TN--VA MSA"
"    Carter County, TN"
"    Hawkins County, TN"
"    Sullivan County, TN"
"    Unicoi County, TN"
"    Washington County, TN"
"    Scott County, VA"
"    Washington County, VA"
"    Bristol city, VA"
"Johnstown, PA MSA"
    Cambria County
    Somerset County
"Jonesboro, AR MSA"
    Craighead County
"Joplin, MO MSA"
    Jasper County
    Newton County
"Kalamazoo--Battle Creek, MI MSA"
    Calhoun County
    Kalamazoo County
    Van Buren County
"Kansas City, MO--KS MSA"
"    Johnson County, KS"
"    Leavenworth County, KS"
"    Miami County, KS"
"    Wyandotte County, KS"
"    Cass County, MO"
"    Clay County, MO"
"    Clinton County, MO"
"    Jackson County, MO"
"    Lafayette County, MO"
"    Platte County, MO"
"    Ray County, MO"
"Killeen--Temple, TX MSA"
    Bell County
    Coryell County
"Knoxville, TN MSA"
    Anderson County
    Blount County
    Knox County
    Loudon County
    Sevier County
    Union County
"Kokomo, IN MSA"
    Howard County
    Tipton County
"La Crosse, WI--MN MSA"
"    Houston County, MN"
"    La Crosse County, WI"
"Lafayette, LA MSA"
    Acadia Parish
    Lafayette Parish
    St. Landry Parish
    St. Martin Parish
"Lafayette, IN MSA"
    Clinton County
    Tippecanoe County
"Lake Charles, LA MSA"
    Calcasieu Parish
"Lakeland--Winter Haven, FL MSA"
   Polk County
"Lancaster, PA MSA"
    Lancaster County
"Lansing--East Lansing, MI MSA"
    Clinton County
    Eaton County
    Ingham County
"Laredo, TX MSA"
    Webb County
"Las Cruces, NM MSA"
    Dona Ana County
"Las Vegas, NV--AZ MSA"
"    Mohave County, AZ"
"    Clark County, NV"
"    Nye County, NV"
"Lawrence, KS MSA"
    Douglas County
"Lawton, OK MSA"
    Comanche County
"Lewiston--Auburn, ME MSA"
    Androscoggin County (part)
      Auburn city
      Greene town
      Lewiston city
      Lisbon town
      Mechanic Falls town
      Poland town
      Sabattus town
      Turner town
      Wales town
"Lexington, KY MSA"
    Bourbon County
    Clark County
    Fayette County
    Jessamine County
    Madison County
    Scott County
    Woodford County
"Lima, OH MSA"
    Allen County
    Auglaize County
"Lincoln, NE MSA"
    Lancaster County
"Little Rock--North Little Rock, AR MSA"
    Faulkner County
    Lonoke County
    Pulaski County
    Saline County
"Longview--Marshall, TX MSA"
    Gregg County
    Harrison County
    Upshur County
"Los Angeles--Riverside--Orange County, CA CMSA"
"  Los Angeles--Long Beach, CA PMSA"
    Los Angeles County
"  Orange County, CA PMSA"
    Orange County
"  Riverside--San Bernardino, CA PMSA"
    Riverside County
    San Bernardino County
"  Ventura, CA PMSA"
    Ventura County
"Louisville, KY--IN MSA"
"    Clark County, IN"
"    Floyd County, IN"
"    Harrison County, IN"
"    Scott County, IN"
"    Bullitt County, KY"
"    Jefferson County, KY"
"    Oldham County, KY"
"Lubbock, TX MSA"
    Lubbock County
"Lynchburg, VA MSA"
    Amherst County
    Bedford County
    Campbell County
    Bedford city
    Lynchburg city
"Macon, GA MSA"
    Bibb County
    Houston County
    Jones County
    Peach County
    Twiggs County
"Madison, WI MSA"
    Dane County
"Mansfield, OH MSA"
    Crawford County
    Richland County
"Mayaguez, PR MSA"
    Añasco Municipio
    Cabo Rojo Municipio
    Hormigueros Municipio
    Mayagüez Municipio
    Sabana Grande Municipio
    San Germán Municipio
"McAllen--Edinburg--Mission, TX MSA"
    Hidalgo County
"Medford--Ashland, OR MSA"
    Jackson County
"Melbourne--Titusville--Palm Bay, FL MSA"
    Brevard County
"Memphis, TN--AR--MS MSA"
"    Crittenden County, AR"
"    DeSoto County, MS"
"    Fayette County, TN"
"    Shelby County, TN"
"    Tipton County, TN"
"Merced, CA MSA"
    Merced County
"Miami--Fort Lauderdale, FL CMSA"
"  Fort Lauderdale, FL PMSA"
    Broward County
"  Miami, FL PMSA"
    Miami-Dade County
"Milwaukee--Racine, WI CMSA"
"  Milwaukee--Waukesha, WI PMSA"
    Milwaukee County
    Ozaukee County
    Washington County
    Waukesha County
"  Racine, WI PMSA"
    Racine County
"Minneapolis--St. Paul, MN--WI MSA"
"    Anoka County, MN"
"    Carver County, MN"
"    Chisago County, MN"
"    Dakota County, MN"
"    Hennepin County, MN"
"    Isanti County, MN"
"    Ramsey County, MN"
"    Scott County, MN"
"    Sherburne County, MN"
"    Washington County, MN"
"    Wright County, MN"
"    Pierce County, WI"
"    St. Croix County, WI"
"Missoula, MT MSA"
    Missoula County
"Mobile, AL MSA"
    Baldwin County
    Mobile County
"Modesto, CA MSA"
    Stanislaus County
"Monroe, LA MSA"
    Ouachita Parish
"Montgomery, AL MSA"
    Autauga County
    Elmore County
    Montgomery County
"Muncie, IN MSA"
    Delaware County
"Myrtle Beach, SC MSA"
    Horry County
"Naples, FL MSA"
    Collier County
"Nashville, TN MSA"
    Cheatham County
    Davidson County
    Dickson County
    Robertson County
    Rutherford County
    Sumner County
    Williamson County
    Wilson County
"New London--Norwich, CT--RI MSA"
"    Middlesex County, CT (part)"
      Old Saybrook town
"    New London County, CT (part)"
      Bozrah town
      East Lyme town
      Franklin town
      Griswold town
      Groton town
      Ledyard town
      Lisbon town
      Montville town
      New London town
      North Stonington town
      Norwich town
      Old Lyme town
      Preston town
      Salem town
      Sprague town
      Stonington town
      Waterford town
"    Windham County, CT (part)"
      Canterbury town
      Plainfield town
"    Washington County, RI (part)"
      Hopkinton town
      Westerly town
"New Orleans, LA MSA"
    Jefferson Parish
    Orleans Parish
    Plaquemines Parish
    St. Bernard Parish
    St. Charles Parish
    St. James Parish
    St. John the Baptist Parish
    St. Tammany Parish
"New York--Northern New Jersey--Long Island, NY--NJ--CT--PA CMSA"
"  Bergen--Passaic, NJ PMSA"
    Bergen County
    Passaic County
"  Bridgeport, CT PMSA"
    Fairfield County (part)
      Bridgeport town
      Easton town
      Fairfield town
      Monroe town
      Shelton town
      Stratford town
      Trumbull town
    New Haven County (part)
      Ansonia town
      Beacon Falls town
      Derby town
      Milford town
      Oxford town
      Seymour town
"  Danbury, CT PMSA"
    Fairfield County (part)
      Bethel town
      Brookfield town
      Danbury town
      New Fairfield town
      Newtown town
      Redding town
      Ridgefield town
      Sherman town
    Litchfield County (part)
      Bridgewater town
      New Milford town
      Roxbury town
      Washington town
"  Dutchess County, NY PMSA"
    Dutchess County
"  Jersey City, NJ PMSA"
    Hudson County
"  Middlesex--Somerset--Hunterdon, NJ PMSA"
    Hunterdon County
    Middlesex County
    Somerset County
"  Monmouth--Ocean, NJ PMSA"
    Monmouth County
    Ocean County
"  Nassau--Suffolk, NY PMSA"
    Nassau County
    Suffolk County
"  New Haven--Meriden, CT PMSA"
    Middlesex County (part)
      Clinton town
      Killingworth town
    New Haven County (part)
      Bethany town
      Branford town
      Cheshire town
      East Haven town
      Guilford town
      Hamden town
      Madison town
      Meriden town
      New Haven town
      North Branford town
      North Haven town
      Orange town
      Wallingford town
      West Haven town
      Woodbridge town
"  New York, NY PMSA"
    Bronx County
    Kings County
    New York County
    Putnam County
    Queens County
    Richmond County
    Rockland County
    Westchester County
"  Newark, NJ PMSA"
    Essex County
    Morris County
    Sussex County
    Union County
    Warren County
"  Newburgh, NY--PA PMSA"
"    Orange County, NY"
"    Pike County, PA"
"  Stamford--Norwalk, CT PMSA"
    Fairfield County (part)
      Darien town
      Greenwich town
      New Canaan town
      Norwalk town
      Stamford town
      Weston town
      Westport town
      Wilton town
"  Trenton, NJ PMSA"
    Mercer County
"  Waterbury, CT PMSA"
    Litchfield County (part)
      Bethlehem town
      Thomaston town
      Watertown town
      Woodbury town
    New Haven County (part)
      Middlebury town
      Naugatuck town
      Prospect town
      Southbury town
      Waterbury town
      Wolcott town
"Norfolk--Virginia Beach--Newport News, VA--NC MSA"
"    Currituck County, NC"
"    Gloucester County, VA"
"    Isle of Wight County, VA"
"    James City County, VA"
"    Mathews County, VA"
"    York County, VA"
"    Chesapeake city, VA"
"    Hampton city, VA"
"    Newport News city, VA"
"    Norfolk city, VA"
"    Poquoson city, VA"
"    Portsmouth city, VA"
"    Suffolk city, VA"
"    Virginia Beach city, VA"
"    Williamsburg city, VA"
"Ocala, FL MSA"
    Marion County
"Odessa--Midland, TX MSA"
    Ector County
    Midland County
"Oklahoma City, OK MSA"
    Canadian County
    Cleveland County
    Logan County
    McClain County
    Oklahoma County
    Pottawatomie County
"Omaha, NE--IA MSA"
"    Pottawattamie County, IA"
"    Cass County, NE"
"    Douglas County, NE"
"    Sarpy County, NE"
"    Washington County, NE"
"Orlando, FL MSA"
    Lake County
    Orange County
    Osceola County
    Seminole County
"Owensboro, KY MSA"
    Daviess County
"Panama City, FL MSA"
    Bay County
"Parkersburg--Marietta, WV--OH MSA"
    Washington County. OH
"    Wood County, WV"
"Pensacola, FL MSA"
    Escambia County
    Santa Rosa County
"Peoria--Pekin, IL MSA"
    Peoria County
    Tazewell County
    Woodford County
"Philadelphia--Wilmington--Atlantic City, PA--NJ--DE--MD CMSA"
"  Atlantic--Cape May, NJ PMSA"
    Atlantic County
    Cape May County
"  Philadelphia, PA--NJ PMSA"
"    Burlington County, NJ"
"    Camden County, NJ"
"    Gloucester County, NJ"
"    Salem County, NJ"
"    Bucks County, PA"
"    Chester County, PA"
"    Delaware County, PA"
"    Montgomery County, PA"
"    Philadelphia County, PA"
"  Vineland--Millville--Bridgeton, NJ PMSA"
    Cumberland County
"  Wilmington--Newark, DE--MD PMSA"
"    New Castle County, DE"
"    Cecil County, MD"
"Phoenix--Mesa, AZ MSA"
    Maricopa County
    Pinal County
"Pine Bluff, AR MSA"
    Jefferson County
"Pittsburgh, PA MSA"
    Allegheny County
    Beaver County
    Butler County
    Fayette County
    Washington County
    Westmoreland County
"Pittsfield, MA MSA"
    Berkshire County (part)
      Adams town
      Cheshire town
      Dalton town
      Hinsdale town
      Lanesborough town
      Lee town
      Lenox town
      Pittsfield city
      Richmond town
      Stockbridge town
"Pocatello, ID MSA"
    Bannock County
"Ponce, PR MSA"
    Guayanilla Municipio
    Juana Díaz Municipio
    Peñuelas Municipio
    Ponce Municipio
    Villalba Municipio
    Yauco Municipio
"Portland, ME MSA"
    Cumberland County (part)
      Cape Elizabeth town
      Casco town
      Cumberland town
      Falmouth town
      Freeport town
      Gorham town
      Gray town
      Long Island town
      North Yarmouth town
      Portland city
      Raymond town
      Scarborough town
      South Portland city
      Standish town
      Westbrook city
      Windham town
